"","X","url","author","title","journal","year","doi","JIF","maxRank","id","times.cited","coauthor","intext","librarian"
"129",129,"https://www.ncbi.nlm.nih.gov/pubmed/27356122
https://onlinelibrary.wiley.com/doi/full/10.1111/jgh.13476","Harindra Jayasekara and Jeanette C. Reece and Daniel D. Buchanan and Dennis J. Ahnen and Susan Parry and Mark A. Jenkins and Aung Ko Win","Risk factors for metachronous colorectal cancer or polyp: A systematic review and meta-analysis","JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY",2017,"10.1111/jgh.13476",3.483,66.88,"pubmed/27356122",6,FALSE,FALSE,FALSE
"130",130,"https://www.ncbi.nlm.nih.gov/pubmed/29551402","Meghan N. Jeffres and Elizabeth A. Hall-Lipsy and S. Travis King and John D. Cleary","Systematic review of professional liability when prescribing β-lactams for patients with a known penicillin allergy","ANNALS OF ALLERGY, ASTHMA & IMMUNOLOGY : OFFICIAL PUBLICATION OF THE AMERICAN COLLEGE OF ALLERGY, ASTHMA, & IMMUNOLOGY",2018,"10.1016/j.anai.2018.03.010",3.56,57.91,"pubmed/29551402",5,FALSE,FALSE,FALSE
"131",131,"<Go to ISI>://WOS:000355807400011
https://jamanetwork.com/journals/jamapsychiatry/articlepdf/2203837/yoi150007.pdf","R. H. Kaiser and J. R. Andrews-Hanna and T. D. Wager and D. A. Pizzagalli","Large-Scale Network Dysfunction in Major Depressive Disorder A Meta-analysis of Resting-State Functional Connectivity","JAMA PSYCHIATRY",2015,"10.1001/jamapsychiatry.2015.0071",14.417,98.94,"WOS:000355807400011",381,FALSE,FALSE,FALSE
"132",132,"https://www.ncbi.nlm.nih.gov/pubmed/27230765
https://pediatrics.aappublications.org/content/pediatrics/137/6/e20154496.full.pdf","Sunitha V. Kaiser and Tram Huynh and Leonard B. Bacharier and Jennifer L. Rosenthal and Leigh Anne Bakel and Patricia C. Parkin and Michael D. Cabana","Preventing Exacerbations in Preschoolers With Recurrent Wheeze: A Meta-analysis","PEDIATRICS",2016,"10.1542/peds.2015-4496",5.705,97.93,"pubmed/27230765",27,NA,TRUE,TRUE
"133",133,"<Go to ISI>://WOS:000336013700009
https://www.karger.com/Article/Pdf/360609","M. Kanbay and D. Siriopol and I. Nistor and O. C. Elcioglu and O. Telci and M. Takir and R. J. Johnson and A. Covic","Effects of Allopurinol on Endothehial Dysfunction: A Meta-Analysis","AMERICAN JOURNAL OF NEPHROLOGY",2014,"10.1159/000360609",2.669,72.44,"WOS:000336013700009",23,FALSE,FALSE,FALSE
"134",134,"https://www.ncbi.nlm.nih.gov/pubmed/27438118
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5053397/
https://jamanetwork.com/journals/jamacardiology/articlepdf/2517393/jamacardiology_karmali_2016_rv_160003.pdf","Kunal N. Karmali and Donald M. Lloyd-Jones and Mark A. Berendsen and Jr. {Goff David C.} and Darshak M. Sanghavi and Nina C. Brown and Liliya Korenovska and Mark D. Huffman","Drugs for Primary Prevention of Atherosclerotic Cardiovascular Disease: An Overview of Systematic Reviews","JAMA CARDIOLOGY",2016,"10.1001/jamacardio.2016.0218",NA,NA,"pubmed/27438118",20,TRUE,NA,TRUE
"135",135,"<Go to ISI>://WOS:000466199300003
https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-0039-1678750","J. G. Katon and L. Zephyrin and A. Meoli and A. Hulugalle and J. Bosch and L. Callegari and I. V. Galvan and K. E. Gray and K. O. Haeger and C. Hoffmire and S. Levis and E. W. Ma and J. E. McCabe and Y. I. Nillni and S. L. Pineles and S. M. Reddy and D. A. Savitz and J. G. Shaw and E. W. Patton","Reproductive Health of Women Veterans: A Systematic Review of the Literature from 2008 to 2017","SEMINARS IN REPRODUCTIVE MEDICINE",2018,"10.1055/s-0039-1678750",2.585,72.89,"WOS:000466199300003",0,NA,NA,NA
"136",136,"https://www.ncbi.nlm.nih.gov/pubmed/28483201
https://spiral.imperial.ac.uk:8443/handle/10044/1/45517","Mark A. Katz and Diana Marangu and Engi F. Attia and Jorgen Bauwens and Louis J. Bont and Annamaria Bulatovic and Julian Crane and Alexander Doroshenko and Bernard E. Ebruke and Kathryn M. Edwards and Librada Fortuna and Agne Jagelaviciene and Jyoti Joshi and James Kemp and Stephanie Kovacs and Philipp Lambach and Kristen D. C. Lewis and Justin R. Ortiz and Eric A. F. Simões and Paul Turner and Beckie N. Tagbo and Vikas Vaishnavi and Jan Bonhoeffer and Group {Brighton Collaboration Wheeze Working}","Acute wheeze in the pediatric population: Case definition & guidelines for data collection, analysis, and presentation of immunization safety data","VACCINE",2019,"10.1016/j.vaccine.2017.01.083",3.269,58.46,"pubmed/28483201",0,FALSE,FALSE,FALSE
"137",137,"https://www.ncbi.nlm.nih.gov/pubmed/28606848","Rajesh N. Keswani and Bashar J. Qumseya and Linda C. O'Dwyer and Sachin Wani","Association Between Endoscopist and Center Endoscopic Retrograde Cholangiopancreatography Volume With Procedure Success and Adverse Outcomes: A Systematic Review and Meta-analysis","CLINICAL GASTROENTEROLOGY AND HEPATOLOGY : THE OFFICIAL CLINICAL PRACTICE JOURNAL OF THE AMERICAN GASTROENTEROLOGICAL ASSOCIATION",2017,"10.1016/j.cgh.2017.06.002",7.683,91.88,"pubmed/28606848",6,TRUE,NA,TRUE
"138",138,"https://www.ncbi.nlm.nih.gov/pubmed/28953110","Michelle J. Khan and Claudia L. Werner and Teresa M. Darragh and Richard S. Guido and Cara Mathews and Anna-Barbara Moscicki and Martha M. Mitchell and Mark Schiffman and Nicolas Wentzensen and L. Stewart Massad and Jr. {Mayeaux E. J.} and Alan G. Waxman and Christine Conageski and Mark H. Einstein and Warner K. Huh","ASCCP Colposcopy Standards: Role of Colposcopy, Benefits, Potential Harms, and Terminology for Colposcopic Practice","JOURNAL OF LOWER GENITAL TRACT DISEASE",2017,"10.1097/LGT.0000000000000338",1.494,26.22,"pubmed/28953110",8,FALSE,FALSE,FALSE
"139",139,"https://www.ncbi.nlm.nih.gov/pubmed/25150953","Michiko Kodama and Brendan H. Grubbs and Erin A. Blake and Sigita S. Cahoon and Ryusuke Murakami and Tadashi Kimura and Koji Matsuo","Feto-maternal outcomes of pregnancy complicated by ovarian malignant germ cell tumor: a systematic review of literature","EUROPEAN JOURNAL OF OBSTETRICS, GYNECOLOGY, AND REPRODUCTIVE BIOLOGY",2014,"10.1016/j.ejogrb.2014.07.047",1.695,44.94,"pubmed/25150953",13,FALSE,FALSE,FALSE
"140",140,"https://www.ncbi.nlm.nih.gov/pubmed/26897498
https://link.springer.com/content/pdf/10.1007%2Fs00404-016-4048-3.pdf","Michiko Kodama and Aida Moeini and Hiroko Machida and Erin A. Blake and Brendan H. Grubbs and Koji Matsuo","Feto-maternal outcomes of pregnancy complicated by Krukenberg tumor: a systematic review of literature","ARCHIVES OF GYNECOLOGY AND OBSTETRICS",2016,"10.1007/s00404-016-4048-3",2.09,50.63,"pubmed/26897498",6,FALSE,FALSE,FALSE
"141",141,"https://www.ncbi.nlm.nih.gov/pubmed/29024274
https://onlinelibrary.wiley.com/doi/full/10.1002/ccd.27359","Damianos G. Kokkinidis and Andrew F. Prouse and Seth J. Avner and Joo Myung Lee and Stephen W. Waldo and Ehrin J. Armstrong","Second-generation drug-eluting stents versus drug-coated balloons for the treatment of coronary in-stent restenosis: A systematic review and meta-analysis","CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS : OFFICIAL JOURNAL OF THE SOCIETY FOR CARDIAC ANGIOGRAPHY & INTERVENTIONS",2018,"10.1002/ccd.27359",2.551,53.31,"pubmed/29024274",2,FALSE,FALSE,FALSE
"142",142,"https://www.ncbi.nlm.nih.gov/pubmed/26991555","J. Kongwatcharapong and P. Dilokthornsakul and S. Nathisuwan and A. Phrommintikul and N. Chaiyakunapruk","Effect of dipeptidyl peptidase-4 inhibitors on heart failure: A meta-analysis of randomized clinical trials","INTERNATIONAL JOURNAL OF CARDIOLOGY",2016,"10.1016/j.ijcard.2016.02.146",6.189,87.7,"pubmed/26991555",39,FALSE,FALSE,FALSE
"143",143,"https://www.ncbi.nlm.nih.gov/pubmed/27004242
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4798839/
https://www.thieme-connect.com/products/ejournals/pdf/10.1055/s-0042-100194.pdf","Praneet Korrapati and Jody Ciolino and Sachin Wani and Janak Shah and Rabindra Watson and V. Raman Muthusamy and Jason Klapman and Srinadh Komanduri","The efficacy of peroral cholangioscopy for difficult bile duct stones and indeterminate strictures: a systematic review and meta-analysis","ENDOSCOPY INTERNATIONAL OPEN",2016,"10.1055/s-0042-100194",6.107,97.21,"pubmed/27004242",13,FALSE,FALSE,FALSE
"144",144,"https://www.ncbi.nlm.nih.gov/pubmed/27226525
https://adc.bmj.com/content/archdischild/101/12/1090.full.pdf","Scott Koski and Robin L. Gabriels and Carol Beresford","Interventions for paediatric surgery patients with comorbid autism spectrum disorder: a systematic literature review","ARCHIVES OF DISEASE IN CHILDHOOD",2016,"10.1136/archdischild-2016-310814",3.265,89.67,"pubmed/27226525",7,FALSE,FALSE,FALSE
"145",145,"https://www.ncbi.nlm.nih.gov/pubmed/25713970
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4358164/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4358164/pdf/AJPH.2014.302498.pdf","Fiona G. Kouyoumdjian and Kathryn E. McIsaac and Jessica Liauw and Samantha Green and Fareen Karachiwalla and Winnie Siu and Kaite Burkholder and Ingrid Binswanger and Lori Kiefer and Stuart A. Kinner and Mo Korchinski and Flora I. Matheson and Pam Young and Stephen W. Hwang","A systematic review of randomized controlled trials of interventions to improve the health of persons during imprisonment and in the year after release","AMERICAN JOURNAL OF PUBLIC HEALTH",2015,"10.2105/AJPH.2014.302498",4.138,91.04,"pubmed/25713970",38,FALSE,FALSE,FALSE
"146",146,"https://www.ncbi.nlm.nih.gov/pubmed/29770344
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5946627/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5946627/pdf/10.1177_2325967118770986.pdf","Matthew J. Kraeutler and John W. Belk and Trevor J. Carver and Eric C. McCarty","Is Delayed Weightbearing After Matrix-Associated Autologous Chondrocyte Implantation in the Knee Associated With Better Outcomes? A Systematic Review of Randomized Controlled Trials","ORTHOPAEDIC JOURNAL OF SPORTS MEDICINE",2018,"10.1177/2325967118770986",2.589,71.71,"pubmed/29770344",0,FALSE,FALSE,FALSE
"147",147,"https://www.ncbi.nlm.nih.gov/pubmed/28423287","Matthew J. Kraeutler and John W. Belk and Justin M. Purcell and Eric C. McCarty","Microfracture Versus Autologous Chondrocyte Implantation for Articular Cartilage Lesions in the Knee: A Systematic Review of 5-Year Outcomes","THE AMERICAN JOURNAL OF SPORTS MEDICINE",2018,"10.1177/0363546517701912",6.093,99.34,"pubmed/28423287",15,FALSE,FALSE,FALSE
"148",148,"https://www.ncbi.nlm.nih.gov/pubmed/28437162","Mark G. Kris and Laurie E. Gaspar and Jamie E. Chaft and Erin B. Kennedy and Christopher G. Azzoli and Peter M. Ellis and Steven H. Lin and Harvey I. Pass and Rahul Seth and Frances A. Shepherd and David R. Spigel and John R. Strawn and Yee C. Ung and Michael Weyant","Adjuvant Systemic Therapy and Adjuvant Radiation Therapy for Stage I to IIIA Completely Resected Non-Small-Cell Lung Cancers: American Society of Clinical Oncology/Cancer Care Ontario Clinical Practice Guideline Update","JOURNAL OF CLINICAL ONCOLOGY : OFFICIAL JOURNAL OF THE AMERICAN SOCIETY OF CLINICAL ONCOLOGY",2017,"10.1200/JCO.2017.72.4401",26.36,98.43,"pubmed/28437162",39,FALSE,FALSE,FALSE
"149",149,"https://www.ncbi.nlm.nih.gov/pubmed/29454115","Ramesh Kumar and Jaims Lim and Rania A. Mekary and Abbas Rattani and Michael C. Dewan and Salman Y. Sharif and Enrique Osorio-Fonseca and Kee B. Park","Traumatic Spinal Injury: Global Epidemiology and Worldwide Volume","WORLD NEUROSURGERY",2018,"10.1016/j.wneu.2018.02.033",1.723,45.57,"pubmed/29454115",18,FALSE,FALSE,FALSE
"150",150,"https://www.ncbi.nlm.nih.gov/pubmed/28371859
https://watermark.silverchair.com/kex056.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAsAwggK8BgkqhkiG9w0BBwagggKtMIICqQIBADCCAqIGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMDGxwN8W7fjeafZxoAgEQgIICc-9K_AUeQIIToARUlDyOAJq1reCuyjyCn7ZWk_e-jIkGa8AdqO0ibiIQ33WHIEZ5j-LKr4Sn9ullFVYd5dqwBaOPJfbXjctny_aALVxP-fvUVcseH159Wj-JcKADcPzRtskT1GSOTvVrqDdai37yTNkSfFBWRqDt__PIowUZB8vqASe6guj1nBFqtAfxY_R_vFO-cboD3celniCTHVXjGY0uRJYwVYSoqKlTwWfpF-7qkc2oSJ-HXwTsoBE62ycfHZ6D807qjlGRsweda9TIfSxym1iL0ff8jSr-P36WW9W0i_PunJ9qEdzCs86I5wGCd0HMajl1CcQBcrrjKVN-zy6MiOZe013oV4q61ECBE9z6ETzLsWupyGxe0el9-BivWB106gYE8ICXXngBRDD9cAWP6V3bww4dixRkTU4kF_Nz0mYw5GvGXm7SexuBFLZdrqdX02T7Yv6POu1Dl2nd4piDSHlEeH7jWV8LP6Ya7U9gjd1IL9TuaY4OjheFg-rQ1G5jH2ZnzhkHiqjk-DG-fUF3nbWxSWKPF6DGkrs-wOfPJJqfbYx3NEH46jgqjFW3kXcx71rhEcdMIv8l2puGGJ0gC33PbstraHiZx405GTguY5Ejsy22jS3Eemw4tJWBTSGLAvRrCMGmUCDT5OmSFXNskXXfSgvK45TpIdU_BwPyNG_3Plv65bEN6vJRPvoYawe5TsX0xq7Kp01hD_t0Le-vIXf2Z1qjaaq46oJOWd4PelPMSNolhpTjXecFlUkyHDb-IpHrRtH-Acy7Y1aeO5JN4-INi6Wp6YxQJ-Bb4lhVqzKtwPWoEgMRqUuWn-gIh8TSvA","Jonneke S. Kuperus and Erin E. A. {de Gendt} and F. Cumhur Oner and Pim A. {de Jong} and Stan C. F. M. Buckens and Alie E. {van der Merwe} and George J. R. Maat and Elizabeth A. Regan and Donald L. Resnick and Reuven Mader and Jorrit-Jan Verlaan","Classification criteria for diffuse idiopathic skeletal hyperostosis: a lack of consensus","RHEUMATOLOGY (OXFORD, ENGLAND)",2017,"10.1093/rheumatology/kex056",5.245,85,"pubmed/28371859",15,FALSE,FALSE,FALSE
"151",151,"https://www.ncbi.nlm.nih.gov/pubmed/30060244
https://watermark.silverchair.com/key211.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAqAwggKcBgkqhkiG9w0BBwagggKNMIICiQIBADCCAoIGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMpnGbmNaRvg-RO-leAgEQgIICU6P5fJqCDvdb2fr0LG-Gnj7nS4-xdRUkfTWG8s8nZGAaJewRkc1Gr8ipe4weLCWguNpy9YlyLNbmqL_bSjJXiPX28dY1tDFW1CEI27zAsQwQ9s7jOnztnQ_mVSkKuST3_w4zeeE7l-XS_Nho7xSGsWUlmnKShPxSbhe4TvyCQUIFFYWXXGA2c3Xnv9buZh3pMataHrzG1amCXk61_hjY8NWvJBMtjZC8AMNp1HHyFVDBtTG5pqAMcckKC5VBok3QUFajOilCGacCtWgZzVvHafOJEno7xKceRSI_AQthRlTMC-Oap0AH7LpR42zKTkwqiI3Q79gtRopC8og6cFWL9N859XSOct9kisc2uuKXwi0SHf1KE9sGq0qEPvxe96tfFmvWHmqYi7Ulqz6Yi8pDrU0FPJxgGmoG9OpK29Iexk-b2bK4oTaulsZ66q-jI9pLD-ufeY1W5jJYflBTX7DXThub4aXD2EMkPaGmEY6bpTPgLL5neIvgUXNABMKUcVxXatLcLmaeT-a4Q6SqcSUMXWwdevLHcWeA1OqUaCZ9TjYZow0-A_SOrox0Np6dn07wjew61f8EMjDRpcv9jm92ulfj4CV9E66lmxKn15fLPCqLD4ZlHzwIPjeqi0CRLCarTJcxrz4i5i8QoSLoy0qbA9JEP9JSEUqJGUbhDaW6QsHc8QHZ-LKOsluEg7pCdVUnQJgmQnvFw6Epmo-vLmioLP3-6cfAxxHL_5cOiu9EhwUfDY-Z3GMly0-PVHb6BxBdyiub6CSlxbbI82GOvNn5eQjtXL8","Jonneke S. Kuperus and Job F. Waalwijk and Elizabeth A. Regan and Irene E. {van der Horst-Bruinsma} and F. Cumhur Oner and Pim A. {de Jong} and Jorrit-Jan Verlaan","Simultaneous occurrence of ankylosing spondylitis and diffuse idiopathic skeletal hyperostosis: a systematic review","RHEUMATOLOGY (OXFORD, ENGLAND)",2018,"10.1093/rheumatology/key211",5.149,88.71,"pubmed/30060244",1,FALSE,FALSE,FALSE
"152",152,"https://www.ncbi.nlm.nih.gov/pubmed/25374272
https://content.iospress.com/articles/journal-of-parkinsons-disease/jpd140425","Guillaume Lamotte and Miriam R. Rafferty and Janey Prodoehl and Wendy M. Kohrt and Cynthia L. Comella and Tanya Simuni and Daniel M. Corcos","Effects of endurance exercise training on the motor and non-motor features of Parkinson's disease: a review","JOURNAL OF PARKINSON'S DISEASE",2015,"10.3233/JPD-140425",3.015,56.84,"pubmed/25374272",23,FALSE,FALSE,FALSE
"153",153,"https://www.ncbi.nlm.nih.gov/pubmed/30550426
https://watermark.silverchair.com/20190100.0-00014.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAhAwggIMBgkqhkiG9w0BBwagggH9MIIB-QIBADCCAfIGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMLQfxqa2uFgel7TU1AgEQgIIBw2dMv9yRXSAuhOrdZA32-LINGomssQVcSMRxpTiztmgq52NEDnGuE_1JfG_Pdl71IqvksLBkQlsN42xlI9htCnOVSC-m9fYXdQLKjFdRbg3uGcBNTMoGLdAjXm8w9Javfi4UktwuFzzyQG-7l9nV047_73cxcz3YDAhbGA0BeHRSnr4fqK1puh2HRaE0M2whoMAu3wdX2drAqAq0uh6pmPqEyRaO_Yn54hhrFhenksE2J-umIrPapceqwtRLsWrtw3uUNDZWPYsxxO-L_XFlVVFN-vONfveBZY16ba_mbjq8-AZ7f8GPLEtM8jQt_YAQgfvu3SUSO_VmgfENiYyePUtk5lPl2tavBApRp4YXYWVKjwe9cwmjScARs872t1q3cES9Y6GHLkPwUdsPNjx5vH4Tw6SvBjFuaOlDDHULlDJqo1Z-KpYzQulrYv3RAAh7CIJOY-awtzTDJXcMxZFwq_ps2Zk_cKW91Ve0jHSUdgScf3nPXWszg8VaIe3YNhtOtgVYVVIMZq5qlD4KZye1LZVh3-fQLABDJNhO4ltEFhwg6LdYVw7Lx73IW2Gy6gPJaFydwRQjuunEb3WN4_bwSI4X8qs","Marilyn Green Larach and Thomas T. Klumpner and Barbara W. Brandom and Michelle T. Vaughn and Kumar G. Belani and Andrew Herlich and Tae W. Kim and Janine Limoncelli and Sheila Riazi and Erica L. Sivak and John Capacchione and Darlene Mashman and Sachin Kheterpal and Fabian Kooij and Janet Wilczak and Roy Soto and Joshua Berris and Zachary Price and Steven Lins and Peter Coles and John M. Harris and 3rd {Cummings Kenneth C.} and Mitchell F. Berman and Masakatsu Nanamori and Bruce T. Adelman and Christopher Wedeven and John LaGorio and Patrick J. McCormick and Simon Tom and Michael F. Aziz and Traci Coffman and 2nd {Ellis Terri A.} and Susan Molina and William Peterson and Sean C. Mackey and Wilton A. {van Klei} and Adit A. Ginde and Daniel A. Biggs and Mark D. Neuman and Robert M. Craft and Nathan L. Pace and William C. Paganelli and Marcel E. Durieux and Bala J. Nair and Jonathan P. Wanderer and Scott A. Miller and Daniel L. Helsten and Zachary A. Turnbull and Robert B. Schonberger and Group {Multicenter Perioperative Outcomes}","Succinylcholine Use and Dantrolene Availability for Malignant Hyperthermia Treatment: Database Analyses and Systematic Review","ANESTHESIOLOGY",2019,"10.1097/ALN.0000000000002490",6.424,98.39,"pubmed/30550426",2,FALSE,FALSE,FALSE
"154",154,"https://www.ncbi.nlm.nih.gov/pubmed/27927354","A. Noelle Larson and Carl-Eric Aubin and Jr. {Polly David W.} and Charles G. T. Ledonio and Baron S. Lonner and Suken A. Shah and 3rd {Richards B. Stephens} and Mark A. Erickson and John B. Emans and Stuart L. Weinstein and Group {Minimize Implants Maximize Outcomes Study}","Are More Screws Better? A Systematic Review of Anchor Density and Curve Correction in Adolescent Idiopathic Scoliosis","SPINE DEFORMITY",2013,"10.1016/j.jspd.2013.05.009",NA,NA,"pubmed/27927354",NA,NA,TRUE,TRUE
"155",155,"https://www.ncbi.nlm.nih.gov/pubmed/28317389
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5613892/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5613892/pdf/10.1177_1947603516670709.pdf","Lior Laver and Niv Marom and Lad Dnyanesh and Omer Mei-Dan and João Espregueira-Mendes and Alberto Gobbi","PRP for Degenerative Cartilage Disease: A Systematic Review of Clinical Studies","CARTILAGE",2017,"10.1177/1947603516670709",2.621,73.38,"pubmed/28317389",19,FALSE,FALSE,FALSE
"156",156,"https://www.ncbi.nlm.nih.gov/pubmed/26374731","Eric J. Lavonas and Jennie Buchanan","Hemodialysis for lithium poisoning","THE COCHRANE DATABASE OF SYSTEMATIC REVIEWS",2015,"10.1002/14651858.CD007951.pub2",6.103,92.58,"pubmed/26374731",4,NA,TRUE,TRUE
"157",157,"<Go to ISI>://WOS:000329890300017","E. J. Lavonas and V. Khatri and C. Daugherty and B. Bucher-Bartelson and T. King and R. C. Dart","Medically Significant Late Bleeding After Treated Crotaline Envenomation: A Systematic Review","ANNALS OF EMERGENCY MEDICINE",2014,"10.1016/j.annemergmed.2013.03.002",4.695,97.92,"WOS:000329890300017",21,NA,TRUE,TRUE
"158",158,"https://www.ncbi.nlm.nih.gov/pubmed/30548698
https://onlinelibrary.wiley.com/doi/full/10.1111/jocs.13938","Mohamad Lazkani and Charan Yerasi and Sheena Prakash and Ashish Pershad and Kenith Fang","Permanent pacemaker implantation and paravalvular leak rates following sutureless aortic valve operations","JOURNAL OF CARDIAC SURGERY",2018,"10.1111/jocs.13938",1.179,26.75,"pubmed/30548698",1,FALSE,FALSE,FALSE
"159",159,"https://www.ncbi.nlm.nih.gov/pubmed/28985031
https://onlinelibrary.wiley.com/doi/full/10.1002/alr.22015","Joshua M. Levy and Stephanie Shintani Smith and Rickul Varshney and Eugene H. Chang and Vijay R. Ramakrishnan and Jonathan Y. Ting and Benjamin S. Bleier","Trends in sinusitis research: a systematic review of extramural funding","INTERNATIONAL FORUM OF ALLERGY & RHINOLOGY",2017,"10.1002/alr.22015",2.454,76.83,"pubmed/28985031",0,FALSE,FALSE,FALSE
"160",160,"https://www.ncbi.nlm.nih.gov/pubmed/27058059
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5468171/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5468171/pdf/nihms861210.pdf","Karen Levy and Andrew P. Woster and Rebecca S. Goldstein and Elizabeth J. Carlton","Untangling the Impacts of Climate Change on Waterborne Diseases: a Systematic Review of Relationships between Diarrheal Diseases and Temperature, Rainfall, Flooding, and Drought","ENVIRONMENTAL SCIENCE & TECHNOLOGY",2016,"10.1021/acs.est.5b06186",6.198,94.98,"pubmed/27058059",43,FALSE,FALSE,FALSE
"161",161,"<Go to ISI>://WOS:000344367000003
https://link.springer.com/article/10.1007%2Fs40271-014-0055-2","K. B. Lewis and D. Stacey and D. D. Matlock","Making Decisions About Implantable Cardioverter-Defibrillators from Implantation to End of Life: An Integrative Review of Patients' Perspectives","PATIENT-PATIENT CENTERED OUTCOMES RESEARCH",2014,"10.1007/s40271-014-0055-2",1.902,57.39,"WOS:000344367000003",35,NA,TRUE,TRUE
"162",162,"<Go to ISI>://WOS:000397352300015
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5560033/pdf/nihms879558.pdf","I. K. Louh and W. G. Greendyke and E. A. Hermann and K. W. Davidson and L. Falzon and D. K. Vawdrey and J. A. Shaffer and D. P. Calfee and E. Y. Furuya and H. H. Ting","Clostridium Difficile Infection in Acute Care Hospitals: Systematic Review and Best Practices for Prevention","INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY",2017,"10.1017/ice.2016.324",3.084,80.39,"WOS:000397352300015",7,FALSE,FALSE,FALSE
"163",163,"https://www.ncbi.nlm.nih.gov/pubmed/30383133
https://watermark.silverchair.com/aime201812040-m181523.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAgowggIGBgkqhkiG9w0BBwagggH3MIIB8wIBADCCAewGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMoxHGnsvGo_xNAY1aAgEQgIIBvXZXwRsC5KnwG-vt4G2z_I7MOd826zW6HtQiBxaTT4kPQdJg6xG6PU3JKSohe9JEcML7Q66UExKPw86tqELoFwSkZYLyBdJpFdZgq7sEB7yS6wQxu8VrqzWD_spIdJQuk495-KLqdcOJcR45ri6JmCDHzira6pXyRRZa1tR0arkkPJjVrvno2PN6R0rNRMj7WM8weOACjw-IAaJl6PqNKAfud14A95t3E7acfxz85bDRdvMIrTAE6TsXheJHw1pCRw80nfLVkdTgB3fSY4luYQ2yccGoCHW7lE1b0mD_hjeukZ4pllI9ukmqKp4V_OfCOLc4TYsgAhyYSHBLQQg0QMoxE-pzGE4HkmpzN43Rqb1hf3NZvWF4szZKVX4CoFVm_9eqoMrQ1b3KpD-H8vfVTXZ4l8sYCSgu5fhMA8cIBHNiB6sTLvZon-6QUaeei90ILklezXzQ9GOeFSD1lsa-KoJzJQzPaslkcAkeK-_nqp0FapvZOY13perQYMB6gWWxqOREwlUANMilRTN78wM-Y_7M8aLR8_pdPexZap89UxhUkWck9mun3KX4BsW8DIliYhiH2uCJJkjzxVBwxn8","Angela Lowenstern and Sana M. Al-Khatib and Lauren Sharan and Ranee Chatterjee and Nancy M. {Allen LaPointe} and Bimal Shah and Ethan D. Borre and Giselle Raitz and Adam Goode and Roshini Yapa and J. Kelly Davis and Kathryn Lallinger and Robyn Schmidt and Andrzej S. Kosinski and Gillian D. Sanders","Interventions for Preventing Thromboembolic Events in Patients With Atrial Fibrillation: A Systematic Review","ANNALS OF INTERNAL MEDICINE",2018,"10.7326/M18-1523",19.315,95.94,"pubmed/30383133",0,NA,TRUE,TRUE
